"Federal Provider Number","Provider State","Percent Vaccinated Residents","Percent Vaccinated Healthcare Personnel","Date vaccination data last updated"
"345153","NC","97.1","84.0","12/12/2021"
"345155","NC","89.5","53.1","12/12/2021"
"345156","NC","95.3","80.6","12/12/2021"
"345159","NC","92.2","95.5","12/12/2021"
"345160","NC","91.7","100.0","12/12/2021"
"345161","NC","97.7","73.1","12/12/2021"
"345162","NC","92.4","73.9","12/12/2021"
"345163","NC","78.5","57.3","12/12/2021"
"345164","NC","80.8","77.8","12/12/2021"
"345165","NC","93.5","82.8","12/12/2021"
"345166","NC","89.5","79.0","12/12/2021"
"345167","NC","91.1","78.9","12/12/2021"
"345168","NC","81.1","72.2","12/12/2021"
"345169","NC","74.8","58.5","12/12/2021"
"345170","NC","98.9","87.0","12/12/2021"
"345171","NC","90.4","84.0","12/12/2021"
"345172","NC","77.8","94.7","12/12/2021"
"345173","NC","100.0","59.3","12/12/2021"
"345174","NC","52.6","50.0","12/12/2021"
"345175","NC","90.4","84.4","12/12/2021"
"345177","NC","82.7","65.9","12/12/2021"
"345179","NC","83.1","66.0","12/12/2021"
"345180","NC","89.1","63.6","12/12/2021"
"345181","NC","79.6","71.5","12/12/2021"
"345182","NC","89.1","93.4","12/12/2021"
"345183","NC","85.7","44.1","12/12/2021"
"345184","NC","62.7","92.2","12/12/2021"
"345185","NC","79.7","81.4","12/12/2021"
"345186","NC","82.6","50.8","12/12/2021"
"345187","NC","86.9","64.9","12/12/2021"
"345190","NC","82.8","62.4","12/12/2021"
"345191","NC","76.5","68.2","12/12/2021"
"345192","NC","94.6","96.3","12/12/2021"
"345193","NC","95.6","78.7","12/12/2021"
"345194","NC","79.7","75.6","12/12/2021"
"345195","NC","84.1","83.6","12/12/2021"
"345196","NC","86.2","66.7","12/12/2021"
"345197","NC","73.7","49.5","12/12/2021"
"345198","NC","94.0","94.3","12/12/2021"
"345199","NC","100.0","98.9","12/12/2021"
"345201","NC","80.7","33.3","12/12/2021"
"345202","NC","96.0","93.1","12/12/2021"
"345203","NC","87.0","83.2","12/12/2021"
"345204","NC","81.5","59.1","12/12/2021"
"345205","NC","90.3","62.0","12/12/2021"
"345206","NC","83.3","59.4","12/12/2021"
"345207","NC","86.1","71.4","12/12/2021"
"345208","NC","62.5","40.0","12/12/2021"
"345209","NC","97.9","92.7","12/12/2021"
"345210","NC","74.6","71.8","12/12/2021"
"345211","NC","92.2","70.0","12/12/2021"
"345212","NC","98.2","90.1","12/12/2021"
"345213","NC","78.4","64.1","12/12/2021"
"345215","NC","82.0","81.2","12/12/2021"
"345216","NC","85.5","74.4","12/12/2021"
"345217","NC","89.3","80.6","12/12/2021"
"345218","NC","89.5","81.4","12/12/2021"
"345219","NC","80.9","60.0","12/12/2021"
"345221","NC","74.1","57.0","12/12/2021"
"345222","NC","Not Available","Not Available","12/12/2021"
"345223","NC","96.8","66.7","12/12/2021"
"345225","NC","96.3","67.9","12/12/2021"
"345226","NC","97.5","63.4","12/12/2021"
"345227","NC","89.7","83.6","12/12/2021"
"345228","NC","89.8","73.5","12/12/2021"
"345229","NC","90.8","75.0","12/12/2021"
"345232","NC","81.3","68.8","12/12/2021"
"345233","NC","98.9","59.0","12/12/2021"
"345234","NC","64.8","59.4","12/12/2021"
"345235","NC","100.0","97.7","12/12/2021"
"345236","NC","82.6","54.1","12/12/2021"
"345237","NC","75.7","76.3","12/12/2021"
"345238","NC","93.2","89.1","12/12/2021"
"345240","NC","92.0","84.9","12/12/2021"
"345241","NC","81.6","73.0","12/12/2021"
"345242","NC","96.7","91.8","12/12/2021"
"345243","NC","58.2","76.3","12/12/2021"
"345244","NC","0.0","0.0","12/12/2021"
"345245","NC","92.6","83.1","12/12/2021"
"345246","NC","81.0","59.3","12/12/2021"
"345247","NC","96.9","85.8","12/12/2021"
"345249","NC","82.9","94.5","12/12/2021"
"345250","NC","77.2","60.8","12/12/2021"
"345252","NC","95.4","93.5","12/12/2021"
"345253","NC","91.5","85.4","12/12/2021"
"345254","NC","86.5","66.7","12/12/2021"
"345255","NC","81.3","57.5","12/12/2021"
"345258","NC","71.4","75.2","12/12/2021"
"345260","NC","84.2","91.2","12/12/2021"
"345261","NC","89.9","93.5","12/12/2021"
"345262","NC","78.9","59.1","12/12/2021"
"345263","NC","93.4","73.9","12/12/2021"
"345264","NC","100.0","99.4","12/12/2021"
"345265","NC","72.3","68.0","12/12/2021"
"345266","NC","83.5","87.8","12/12/2021"
"345267","NC","84.5","67.0","12/12/2021"
"345268","NC","92.7","68.7","12/12/2021"
"345269","NC","83.1","65.9","12/12/2021"
"345270","NC","53.2","40.3","12/12/2021"
"345273","NC","89.5","95.4","12/12/2021"
"345277","NC","62.0","89.5","12/12/2021"
"345278","NC","96.9","69.4","12/12/2021"
"345279","NC","84.8","81.9","12/12/2021"
"345280","NC","83.5","71.8","12/12/2021"
"345281","NC","84.8","100.0","12/12/2021"
"345282","NC","91.5","92.0","12/12/2021"
"345283","NC","42.6","23.0","12/12/2021"
"345284","NC","89.1","85.0","12/12/2021"
"345285","NC","73.3","57.7","12/12/2021"
"345286","NC","77.3","58.2","12/12/2021"
"345288","NC","88.2","66.3","12/12/2021"
"345289","NC","85.7","77.4","12/12/2021"
"345291","NC","Not Available","Not Available","12/12/2021"
"345292","NC","87.2","77.9","12/12/2021"
"345293","NC","82.9","79.2","12/12/2021"
"345294","NC","93.5","69.9","12/12/2021"
"345296","NC","89.6","86.2","12/12/2021"
"345297","NC","100.0","84.4","12/12/2021"
"345298","NC","92.6","77.9","12/12/2021"
"345301","NC","87.1","91.0","12/12/2021"
"345302","NC","81.6","74.0","12/12/2021"
"345303","NC","91.1","87.9","12/12/2021"
"345304","NC","72.1","63.5","12/12/2021"
"345305","NC","84.2","44.7","12/12/2021"
"345306","NC","82.8","57.0","12/12/2021"
"345307","NC","75.7","63.6","12/12/2021"
"345309","NC","90.5","64.4","12/12/2021"
"345310","NC","97.0","90.3","12/12/2021"
"345311","NC","92.9","82.0","12/12/2021"
"345312","NC","60.3","61.5","12/12/2021"
"345313","NC","85.9","71.7","12/12/2021"
"345314","NC","89.7","60.6","12/12/2021"
"345315","NC","0.0","80.0","12/12/2021"
"345316","NC","92.6","79.8","12/12/2021"
"345317","NC","77.8","72.6","12/12/2021"
"345318","NC","91.7","79.6","12/12/2021"
"345319","NC","100.0","100.0","12/12/2021"
"345321","NC","98.6","78.6","12/12/2021"
"345322","NC","92.7","81.9","12/12/2021"
"345323","NC","79.7","59.4","12/12/2021"
"345325","NC","80.0","89.7","12/12/2021"
"345326","NC","95.8","95.5","12/12/2021"
"345328","NC","96.6","82.1","12/12/2021"
"345329","NC","84.3","61.1","12/12/2021"
"345330","NC","89.3","54.0","12/12/2021"
"345331","NC","81.9","97.4","12/12/2021"
"345332","NC","81.1","87.8","12/12/2021"
"345333","NC","71.9","97.9","12/12/2021"
"345335","NC","99.2","98.2","12/12/2021"
"345336","NC","70.8","89.3","12/12/2021"
"345337","NC","73.9","69.7","12/12/2021"
"345339","NC","81.3","85.0","12/12/2021"
"345340","NC","93.5","73.5","12/12/2021"
"345341","NC","96.1","88.5","12/12/2021"
"345342","NC","75.5","40.3","12/12/2021"
"345343","NC","89.1","75.2","12/12/2021"
"345344","NC","77.4","58.2","12/12/2021"
"345345","NC","84.0","68.9","12/12/2021"
"345348","NC","87.1","84.4","12/12/2021"
"345349","NC","88.9","64.2","12/12/2021"
"345350","NC","83.0","92.4","12/12/2021"
"345351","NC","83.1","63.1","12/12/2021"
"345353","NC","34.2","59.3","12/12/2021"
"345354","NC","87.8","73.7","12/12/2021"
"345355","NC","80.8","56.1","12/12/2021"
"345356","NC","86.9","86.0","12/12/2021"
"345357","NC","86.7","92.4","12/12/2021"
"345358","NC","92.3","89.1","12/12/2021"
"345359","NC","81.4","81.0","12/12/2021"
"345362","NC","64.5","64.0","12/12/2021"
"345363","NC","97.6","76.5","12/12/2021"
"345365","NC","74.1","54.9","12/12/2021"
"345366","NC","83.8","69.9","12/12/2021"
"345367","NC","85.4","71.7","12/12/2021"
"345369","NC","95.1","100.0","12/12/2021"
"345370","NC","85.0","52.7","12/12/2021"
"345371","NC","89.3","97.4","12/12/2021"
"345372","NC","72.9","74.5","12/12/2021"
"345373","NC","93.1","94.7","12/12/2021"
"345375","NC","90.2","75.0","12/12/2021"
"345376","NC","0.0","0.0","12/12/2021"
"345377","NC","93.8","70.2","12/12/2021"
"345378","NC","94.5","98.4","12/12/2021"
"345380","NC","87.5","77.1","12/12/2021"
"345381","NC","Not Available","Not Available","12/12/2021"
"345383","NC","86.0","77.9","12/12/2021"
"345384","NC","100.0","100.0","12/12/2021"
"345385","NC","97.0","74.4","12/12/2021"
"345386","NC","77.8","100.0","12/12/2021"
"345388","NC","58.5","83.3","12/12/2021"
"345389","NC","82.3","78.1","12/12/2021"
"345390","NC","95.9","81.9","12/12/2021"
"345391","NC","90.7","65.2","12/12/2021"
"345392","NC","91.5","87.5","12/12/2021"
"345393","NC","92.1","64.7","12/12/2021"
"345394","NC","85.4","58.9","12/12/2021"
"345395","NC","84.5","75.2","12/12/2021"
"345396","NC","87.5","76.3","12/12/2021"
"345397","NC","94.3","72.7","12/12/2021"
"345400","NC","89.5","82.9","12/12/2021"
"345401","NC","90.6","66.2","12/12/2021"
"345403","NC","73.6","85.5","12/12/2021"
"345404","NC","94.5","60.5","12/12/2021"
"345405","NC","81.4","87.6","12/12/2021"
"345406","NC","66.1","81.0","12/12/2021"
"345408","NC","96.2","90.7","12/12/2021"
"345409","NC","65.2","91.7","12/12/2021"
"345410","NC","88.5","80.3","12/12/2021"
"345411","NC","67.8","68.0","12/12/2021"
"345412","NC","100.0","100.0","12/12/2021"
"345413","NC","95.7","58.1","12/12/2021"
"345414","NC","91.1","75.9","12/12/2021"
"345415","NC","91.1","67.6","12/12/2021"
"345416","NC","87.5","65.1","12/12/2021"
"345417","NC","94.9","78.9","12/12/2021"
"345418","NC","83.7","84.7","12/12/2021"
"345419","NC","89.6","91.2","12/12/2021"
"345420","NC","90.6","97.0","12/12/2021"
"345421","NC","83.1","83.4","12/12/2021"
"345423","NC","86.7","87.3","12/12/2021"
"345425","NC","89.5","52.5","12/12/2021"
"345426","NC","71.2","56.5","12/12/2021"
"345428","NC","82.1","58.4","12/12/2021"
"345429","NC","79.8","71.1","12/12/2021"
"345431","NC","94.4","72.4","12/12/2021"
"345432","NC","98.8","97.0","12/12/2021"
"345433","NC","83.3","60.6","12/12/2021"
"345434","NC","95.4","84.3","12/12/2021"
"345436","NC","76.8","56.1","12/12/2021"
"345437","NC","84.5","60.9","12/12/2021"
"345438","NC","92.0","69.9","12/12/2021"
"345439","NC","91.9","84.1","12/12/2021"
"345441","NC","84.2","67.2","12/12/2021"
"345442","NC","86.3","72.2","12/12/2021"
"345443","NC","73.1","70.5","12/12/2021"
"345445","NC","100.0","90.8","12/12/2021"
"345446","NC","90.0","66.4","12/12/2021"
"345447","NC","71.1","43.8","12/12/2021"
"345448","NC","88.2","55.1","12/12/2021"
"345449","NC","89.0","25.8","12/12/2021"
"345450","NC","84.4","88.6","12/12/2021"
"345457","NC","88.4","95.0","12/12/2021"
"345458","NC","91.4","99.2","12/12/2021"
"345459","NC","94.1","90.2","12/12/2021"
"345460","NC","81.7","94.9","12/12/2021"
"345462","NC","95.4","82.7","12/12/2021"
"345463","NC","86.8","77.1","12/12/2021"
"345464","NC","67.3","58.0","12/12/2021"
"345465","NC","94.9","69.6","12/12/2021"
"345466","NC","92.9","82.4","12/12/2021"
"345467","NC","Not Available","Not Available","12/12/2021"
"345468","NC","94.3","55.9","12/12/2021"
"345471","NC","86.7","83.7","12/12/2021"
"345472","NC","65.6","72.6","12/12/2021"
"345473","NC","87.1","79.2","12/12/2021"
"345474","NC","100.0","97.5","12/12/2021"
"345475","NC","96.2","95.9","12/12/2021"
"345477","NC","88.1","75.8","12/12/2021"
"345478","NC","89.9","58.4","12/12/2021"
"345479","NC","85.4","77.8","12/12/2021"
"345481","NC","74.3","74.0","12/12/2021"
"345482","NC","100.0","100.0","12/12/2021"
"345483","NC","82.4","45.3","12/12/2021"
"345484","NC","83.3","89.7","12/12/2021"
"345487","NC","94.6","73.2","12/12/2021"
"345489","NC","87.5","57.9","12/12/2021"
"345490","NC","92.6","61.9","12/12/2021"
"345491","NC","94.0","83.9","12/12/2021"
"345492","NC","92.9","100.0","12/12/2021"
"345493","NC","93.6","72.0","12/12/2021"
"345494","NC","89.0","72.7","12/12/2021"
"345495","NC","95.9","95.1","12/12/2021"
"345496","NC","90.8","89.1","12/12/2021"
"345499","NC","85.5","87.6","12/12/2021"
"345500","NC","100.0","98.7","12/12/2021"
"345501","NC","98.9","88.2","12/12/2021"
"345502","NC","87.0","75.7","12/12/2021"
"345503","NC","84.3","66.3","12/12/2021"
"345505","NC","77.4","90.9","12/12/2021"
"345506","NC","100.0","89.8","12/12/2021"
"345507","NC","85.9","66.4","12/12/2021"
"345508","NC","94.9","97.6","12/12/2021"
"345509","NC","97.1","62.8","12/12/2021"
"345510","NC","87.1","86.8","12/12/2021"
"345511","NC","79.0","70.2","12/12/2021"
"345512","NC","100.0","81.0","12/12/2021"
"345513","NC","96.1","88.8","12/12/2021"
"345514","NC","100.0","79.0","12/12/2021"
"345515","NC","95.1","96.0","12/12/2021"
"345516","NC","93.0","70.1","12/12/2021"
"345518","NC","87.3","68.9","12/12/2021"
"345519","NC","76.9","58.8","12/12/2021"
"345520","NC","87.2","64.9","12/12/2021"
"345522","NC","87.0","69.0","12/12/2021"
"345523","NC","83.8","40.9","12/12/2021"
"345525","NC","96.9","94.4","12/12/2021"
"345526","NC","87.4","99.4","12/12/2021"
"345528","NC","100.0","89.0","12/12/2021"
"345529","NC","82.5","81.7","12/12/2021"
"345530","NC","90.3","83.6","12/12/2021"
"345531","NC","89.9","95.3","12/12/2021"
"345532","NC","92.2","58.5","12/12/2021"
"345533","NC","98.3","93.6","12/12/2021"
"345534","NC","92.9","57.9","12/12/2021"
"345535","NC","91.2","80.2","12/12/2021"
"345537","NC","65.9","64.0","12/12/2021"
"345538","NC","81.7","93.8","12/12/2021"
"345539","NC","100.0","96.4","12/12/2021"
"345541","NC","92.0","71.1","12/12/2021"
"345542","NC","100.0","98.3","12/12/2021"
"345543","NC","97.7","74.7","12/12/2021"
"345544","NC","100.0","100.0","12/12/2021"
"345545","NC","Not Available","Not Available","12/12/2021"
"345546","NC","100.0","96.1","12/12/2021"
"345547","NC","77.5","78.0","12/12/2021"
"345548","NC","88.5","69.2","12/12/2021"
"345549","NC","95.1","76.3","12/12/2021"
"345550","NC","93.1","90.0","12/12/2021"
"345551","NC","93.0","90.7","12/12/2021"
"345552","NC","83.1","86.1","12/12/2021"
"345553","NC","78.8","75.2","12/12/2021"
"345554","NC","95.6","78.9","12/12/2021"
"345555","NC","100.0","90.9","12/12/2021"
"345556","NC","100.0","95.7","12/12/2021"
"345557","NC","87.7","76.9","12/12/2021"
"345558","NC","92.4","92.8","12/12/2021"
"345559","NC","95.8","73.0","12/12/2021"
"345560","NC","94.9","98.0","12/12/2021"
"345561","NC","88.2","91.4","12/12/2021"
"345562","NC","73.6","67.0","12/12/2021"
"345563","NC","91.7","67.8","12/12/2021"
"345564","NC","100.0","100.0","12/12/2021"
"345565","NC","93.5","87.8","12/12/2021"
"345566","NC","96.7","86.3","12/12/2021"
"345567","NC","82.4","77.2","12/12/2021"
"345568","NC","100.0","100.0","12/12/2021"
"345569","NC","92.1","81.2","12/12/2021"
"345570","NC","83.9","95.9","12/12/2021"
"345571","NC","99.0","77.9","12/12/2021"
"345572","NC","100.0","97.9","12/12/2021"
"345573","NC","96.7","92.9","12/12/2021"
"345574","NC","98.9","94.4","12/12/2021"
"345575","NC","91.1","64.6","12/12/2021"
"345576","NC","97.9","91.0","12/12/2021"
"345577","NC","96.0","88.5","12/12/2021"
"345578","NC","100.0","96.6","12/12/2021"
"34A001","NC","96.0","93.5","12/12/2021"
"34A002","NC","98.0","85.9","12/12/2021"
"355024","ND","92.2","72.4","12/12/2021"
"355031","ND","90.9","58.8","12/12/2021"
"355032","ND","100.0","80.0","12/12/2021"
"355033","ND","95.7","82.1","12/12/2021"
"355034","ND","100.0","63.2","12/12/2021"
"355036","ND","Not Available","Not Available","12/12/2021"
"355037","ND","90.6","49.6","12/12/2021"
"355038","ND","100.0","97.2","12/12/2021"
"355039","ND","91.7","88.2","12/12/2021"
"355040","ND","97.4","87.5","12/12/2021"
"355041","ND","97.9","70.0","12/12/2021"
"355042","ND","87.2","67.6","12/12/2021"
"355044","ND","86.1","42.6","12/12/2021"
"355046","ND","94.1","66.3","12/12/2021"
"355047","ND","96.0","92.0","12/12/2021"
"355048","ND","97.9","84.1","12/12/2021"
"355049","ND","81.6","44.0","12/12/2021"
"355050","ND","93.2","63.3","12/12/2021"
"355051","ND","100.0","90.3","12/12/2021"
"355052","ND","85.7","73.5","12/12/2021"
"355053","ND","74.7","40.8","12/12/2021"
"355054","ND","95.7","62.3","12/12/2021"
"355057","ND","90.6","72.5","12/12/2021"
"355058","ND","93.5","76.1","12/12/2021"
"355059","ND","88.5","96.2","12/12/2021"
"355060","ND","93.4","76.5","12/12/2021"
"355061","ND","96.6","87.0","12/12/2021"
"355063","ND","92.2","77.0","12/12/2021"
"355064","ND","97.6","72.0","12/12/2021"
"355065","ND","85.6","71.5","12/12/2021"
"355066","ND","93.8","67.4","12/12/2021"
"355067","ND","98.4","86.4","12/12/2021"
"355068","ND","95.5","71.1","12/12/2021"
"355069","ND","95.7","95.5","12/12/2021"
"355070","ND","89.6","74.3","12/12/2021"
"355072","ND","97.1","65.1","12/12/2021"
"355074","ND","84.5","74.1","12/12/2021"
"355076","ND","100.0","87.9","12/12/2021"
"355077","ND","93.1","85.2","12/12/2021"
"355078","ND","Not Available","Not Available","12/12/2021"
"355079","ND","92.9","88.8","12/12/2021"
"355080","ND","100.0","81.3","12/12/2021"
"355081","ND","100.0","82.5","12/12/2021"
"355082","ND","95.9","80.6","12/12/2021"
"355084","ND","92.7","61.7","12/12/2021"
"355086","ND","96.4","97.7","12/12/2021"
"355087","ND","95.0","81.8","12/12/2021"
"355089","ND","100.0","85.6","12/12/2021"
"355090","ND","81.0","51.7","12/12/2021"
"355091","ND","95.8","74.5","12/12/2021"
"355092","ND","90.7","60.4","12/12/2021"
"355093","ND","91.7","87.7","12/12/2021"
"355094","ND","85.7","84.0","12/12/2021"
"355095","ND","96.2","93.4","12/12/2021"
"355096","ND","96.7","57.7","12/12/2021"
"355097","ND","89.7","87.9","12/12/2021"
"355099","ND","76.7","82.1","12/12/2021"
"355100","ND","88.6","88.1","12/12/2021"
"355101","ND","95.0","56.1","12/12/2021"
"355102","ND","96.7","50.8","12/12/2021"
"355103","ND","97.0","92.6","12/12/2021"
"355104","ND","89.2","70.7","12/12/2021"
"355106","ND","88.5","82.6","12/12/2021"
"355107","ND","90.3","75.7","12/12/2021"
"355108","ND","94.6","86.7","12/12/2021"
"355109","ND","86.5","89.8","12/12/2021"
"355110","ND","96.3","56.6","12/12/2021"
"355111","ND","Not Available","Not Available","12/12/2021"
"355112","ND","97.6","86.7","12/12/2021"
"355114","ND","Not Available","Not Available","12/12/2021"
"355115","ND","90.9","85.2","12/12/2021"
"355116","ND","97.4","88.3","12/12/2021"
"355117","ND","88.9","91.7","12/12/2021"
"355122","ND","69.2","45.5","12/12/2021"
"355123","ND","98.3","97.4","12/12/2021"
"355124","ND","98.5","95.1","12/12/2021"
"355125","ND","91.7","93.5","12/12/2021"
"355126","ND","91.7","68.0","12/12/2021"
"355127","ND","100.0","97.2","12/12/2021"
"365005","OH","93.3","45.1","12/12/2021"
"365006","OH","75.7","56.6","12/12/2021"
"365014","OH","88.9","74.6","12/12/2021"
"365020","OH","92.9","82.6","12/12/2021"
"365022","OH","62.7","73.7","12/12/2021"
"365026","OH","91.2","72.8","12/12/2021"
"365030","OH","92.8","50.0","12/12/2021"
"365033","OH","67.8","44.2","12/12/2021"
"365044","OH","81.4","17.9","12/12/2021"
"365045","OH","96.4","79.7","12/12/2021"
"365046","OH","75.0","62.2","12/12/2021"
"365047","OH","92.5","98.9","12/12/2021"
"365048","OH","81.0","61.5","12/12/2021"
"365051","OH","78.1","78.1","12/12/2021"
"365065","OH","73.1","65.4","12/12/2021"
"365071","OH","87.8","67.7","12/12/2021"
"365072","OH","95.6","63.6","12/12/2021"
"365077","OH","89.4","57.3","12/12/2021"
"365081","OH","74.7","55.0","12/12/2021"
"365084","OH","88.6","65.5","12/12/2021"
"365085","OH","93.1","75.9","12/12/2021"
"365088","OH","57.1","96.7","12/12/2021"
"365093","OH","93.4","60.9","12/12/2021"
"365094","OH","91.7","62.6","12/12/2021"
"365101","OH","81.0","59.5","12/12/2021"
"365109","OH","91.2","72.4","12/12/2021"
"365114","OH","98.0","67.0","12/12/2021"
